City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
313,Batagay,RU,67.6333,134.6333,62.15,37,72,4.21,broken clouds
314,Iracoubo,GF,5.4802,-53.2011,76.44,89,100,7.58,overcast clouds
315,Marzuq,YE,14.4,46.4667,74.55,73,100,9.13,overcast clouds
316,Coihaique,CL,-45.5752,-72.0662,39.15,87,0,5.75,clear sky
317,Ilulissat,GL,69.2167,-51.1,46.42,76,31,0.0,scattered clouds
318,Faanui,PF,-16.4833,-151.75,78.51,68,29,2.24,scattered clouds
319,Cherskiy,RU,68.75,161.3,37.29,82,100,22.68,overcast clouds
320,Mwingi,KE,-0.9344,38.0601,59.83,83,79,3.83,broken clouds
321,Torbay,CA,47.6666,-52.7314,67.75,96,100,9.4,overcast clouds
322,Mamontovo,RU,52.7055,81.6244,71.65,35,63,2.91,broken clouds
323,Morehead,US,37.2711,-87.1764,75.31,97,1,0.0,clear sky
324,Port Macquarie,AU,-31.4333,152.9167,66.38,30,4,15.55,clear sky
325,Yudong,CN,29.385,106.5194,96.49,53,8,2.26,clear sky
326,Sur,OM,22.5667,59.5289,95.77,44,61,8.81,broken clouds
327,Bellavista,PE,-7.0561,-76.5911,69.04,98,80,0.72,broken clouds
328,Haines Junction,CA,60.7522,-137.5108,59.95,58,39,6.29,scattered clouds
329,Srednekolymsk,RU,67.45,153.6833,38.59,97,100,10.29,light rain
330,Te Anau,NZ,-45.4167,167.7167,53.33,77,91,1.61,overcast clouds
331,Mattoon,US,39.4831,-88.3728,78.75,83,1,4.61,clear sky
332,Arlit,NE,18.7369,7.3853,86.14,46,86,9.24,overcast clouds
333,Montepuez,MZ,-13.1256,38.9997,58.75,91,8,7.29,clear sky
334,Westport,US,41.1415,-73.3579,72.99,89,75,5.01,broken clouds
335,Vila Velha,BR,-20.3297,-40.2925,69.75,88,75,9.22,broken clouds
336,Makushino,RU,55.2103,67.2442,60.48,46,7,10.33,clear sky
337,Cochrane,CA,51.1834,-114.4687,74.61,40,14,7.25,few clouds
338,Mackay,AU,-21.15,149.2,82.04,69,2,11.77,clear sky
339,Zalantun,CN,48.0,122.7167,77.94,78,88,5.91,overcast clouds
340,Senanga,ZM,-16.1167,23.2667,45.86,60,30,4.94,scattered clouds
341,Totolapa,MX,18.5167,-96.1833,82.33,96,13,5.17,few clouds
342,Berezayka,RU,57.9883,33.9036,63.34,87,42,4.79,scattered clouds
343,Sept-Iles,CA,50.2001,-66.3821,56.05,82,96,6.33,overcast clouds
344,Harper,LR,4.375,-7.7169,76.23,81,81,7.14,light rain
345,Gushikawa,JP,26.3544,127.8686,85.23,78,50,5.57,scattered clouds
